Tweet;Classificação
Impacto da alta do dólar por causa do Brasil. A não aprovação, AINDA, da Reforma da Previdência, tão esperada pelo mercado. Depois eu que tenho que estudar. Por isso vigio meus filhos nas redes sociais. Um.monte de merda fazendo video no YouTube. Kkkkk ;Positivo
@RodrigoMaia aprove a REFORMA DA PREVIDÊNCIA e o PACOTE DE SEGURANÇA DE MORO e terá algo pra chamar de seu. Será um herói. Caso contrário será tão fracassado quanto o governo Bolsonaro e todos nós. Não haverá um país para comemorar.;Positivo
Até acho a Reforma da Previdência necessária. Mas botar um bilionário pra relatar no @SenadoFederal parece que é pra espezinhar mesmo. 😃😃😃😃;Positivo
Interessante essa postura do Sr. Guedes. Do Sarney até o Temer, nenhum governo ameaçou os servidores dessa maneira. Ou o Congresso aprova a reforma da previdência ou os servidores não receberão seus salários. ;Positivo
Pra espalhar mentiras sobre a reforma da Previdência tá sobrando dinheiro! ;Positivo
"Então querida, qual o ""Brasil"" que vc desejaria, que o Bolsonaro não está fazendo? Uma, ele não está governando sozinho, estão aí seus ministros, o congresso e o judiciário...e está na cara, que para o país sair desse buraco, só com a reforma da previdência...";Positivo
Sr. Presidente. Tem coisas muito mais relevantes no país para tratarmos: reforma da previdencia, quantos milhoes de desempregados? Saude publica, educação. Vê de qual órgão e a competencia para tratar este assunto e ponto final amigo;Positivo
#QueJunhoMeTraga A REFORMA DA PREVIDÊNCIA PORRA ronc ronc;Positivo
Espero que aprovar a reforma da previdência e o pacote anti crime seja a principal pauta ;Positivo
O corte, alem de pequeno, é provisório. E necessário. Saindo a reforma da previdência, o corte é suspenso. Mas as manifestações, convenientemente, ignoram isso. E ainda sao contra a reforma da previdência. Infelizmente, são sim massa de manobra, idiotas úteis. Até a Globo os usa.;Positivo
#issoaglobonaomostra #reformadaprevidencia #EuApoioBolsonaro @reformaprev @apoieareforma @nixdrums @hique5 @AntonioHiago45 @novaprevidenci2 @NovaPrevidenci3 @pauIoguedes @paudo_guedes @PauloGuedes_ofc @pguedes Nova Previdência para todos... ;Positivo
Um aviso aos GUARDIÕES DO ATRASO E DECADÊNCIA! A população enxerga a reforma da previdência, como uma medida urgente e necessária. ;Positivo
A Reforma da Previdência é de suma importância pois só ela pode cobrir o rombo do deficit público deixado por governos anteriores. Na pauta, coloquei que os Militares poderão se aposentar com 25 anos. É uma medida mais justa pra eles. Quem aí seria bobo de mexer com o Mourão?;Positivo
Alô presidente, TODOS devem contribuir para a #ReformadaPrevidência sem privilégios, foi assim que foi prometido e será cobrado..;Positivo
Essa estratégia tem tudo para dar errada no plenário. E ainda deve atrapalhar a votação da reforma da previdência. Esse capricho é a coisa mais sem sentido que existe.;Positivo
Um corrupto vem dizer que a reforma da previdência destrói a seguridade social! Quem destruiu o país foram vocês nesses 16 anos de governo.O sindicatos vão fazer greve porque perderam a teta, cambada de oportunistas. Acabou para vocês corruptos, o povo acordou, PT nunca mais!;Positivo
Aprovamos o texto-base da Reforma da Previdência no Senado. Parabenizo nosso relator, senador @tassojereissati, pela condução exemplar, ao ouvir todas as partes e opiniões. O Brasil precisa avançar!;Positivo
Moça, eu sou bem pragmático. Apoio várias pautas do governo, como a reforma da previdência, porque sei que são importantes pro país, independentemente do governo. Mas quem tá hoje no poder tem que ser denunciado por cada caso de abuso, autoritarismo e absurdo. Por isso daz mal.;Positivo
O mesmo vai ocorrer se a reforma da previdência não for feita! As próximas gerações pagarão o pato... mas estes não votam não é mesmo? Que se danem nossos decendentes! Carpe Diem!!!!;Positivo
A Mídia, está GAGANDO, se não tem saúde, educação, segurança. Pra ela o que importa é VERBA DE GOVERNO NO BOLSO. PARA A MIDIA: FODA SE A REFORMA DA PREVIDÊNCIA FODA SE O PACOTE ANTI CRIME Não é simplesmente defender o Bolsonaro É DEFENDER NOSSO PAÍS DOS ABUTRES;Positivo
Só não dê privilégios a ninguém na Reforma da previdência, nem nomeie parente embaixador. Será o último respirar de seu (nesse caso, único) mandato.;Positivo
Como deputado federal, quero que a reforma da previdência não seja fatiada e disvirtuada! Nossa luta será para manter a proposta de Paulo Guedes, com rigidez e muita garra no processo de convencimento do parlamento! O Brasil não pode esperar! #previdencia #parlamento;Positivo
O #PacoteAntiCrimeJá é o primeiro da lista, se p Brasil inibe e impede o desvio de dinheiro público nem precisa de Reforma da Previdência, sem quere desmerecer sua importância.;Positivo
Reforma da previdência já!!!;Positivo
Um Presidente FODA que realmente pensa no Brasil, propõe um reforma da previdência em que a justiça será feita aos mais necessitados e, ao mesmo tempo, vai ajudar a tirar o Brasil do buraco feito pelo PT!!! Parabéns, meu Presidente @jairbolsonaro!! #NovaPrevidencia;Positivo
Não cria empregos por que nossa economia continua no lamaçal deixado pelo PT, o Partido dos Traidores! Precisamos com urgência aprovar a reforma da previdência!;Positivo
Deputado João Campos PSB-PE Aprove a reforma da Previdência.;Positivo
Essa manifestação é histórica e única eu não me lembro de ver uma reforma a favor de uma reforma na previdência em lugar nenhum do mundo. Isso me dá muita esperança para o futuro desse país lindo! #BrasilNasRuas;Positivo
Lutar contra a reforma da previdência é acabar com a esperança de aposentadoria das próximas gerações (filhos, netos, bisnetos, ...). #ReformadaPrevidenciaSIM;Positivo
"A Reforma da Previdência é uma necessidade de Estado. Rompe com a discussão entre esquerda e direita. Qualquer um, do governo ou não, deveria chamar o povo para o debate. Todavia, a Vera, que está puta pelo Temer preso, diz: ""populismo de esquerda"". Vá catar coquinho, Vera.";Positivo
Não, a pergunta foi retórica... Pq vc não leu a reforma! Pois um salário mínimo é a base da previdência, ninguém ganha menos que isso.;Positivo
Num dia útil você... vai trabalhar normalmente ou se deixará ser usado como massa de manobra para erguer cartazes pedindo a libertação de um presidiário cachaceiro e se dizer contra a reforma da Previdência - mas nem sabe bem o que é isso? #Dia14BrasilTrabalha;Positivo
Um ato covarde, pessoal e sem pensar no futuro do Brasil, o Deputado @alefrotabrasil não votou no segundo turno a favor da reforma da Previdência. Tenha certeza que a sua ABSTENÇÃO será lembrada nas urnas em 2022, onde daremos o troco. #DeputadoDeUmMandato #TraidorDoBrasil;Positivo
@carlosaviana DEPUTADO, ATÉ QUANDO TEREMOS QUE ASSISTIR A ESSA DISCUSSÃO IMPRODUTIVA E DESRESPEITOSA DESSES PARLAMENTARES, QUE NOTORIAMENTE ,TRABALHAM CONTRA O BRASIL E O POVO BRASILEIRO?!?!?! O BRASIL NÃO PODE ESPERAR MAIS A VOTAÇÃO DA REFORMA DA PREVIDÊNCIA!!!!!!;Positivo
Este Sro usado alguma Droga ?? estes político quer q povo se foda mesmo fica arrumando crise aonde nao tem pelo amor deus vms arrumar soluções nao problema vota logo a reforma da previdência para o brasil tem planejamento para o futuro 2030 esta perto ai ja era .;Positivo
Pelo jeito para o Sr a Lava Toga e o amor de pai são mais urgentes que tirar o país do buraco com a aprovação integral da Reforma da Previdência!;Positivo
Cambada de vagabundos! Teriam que estar na câmara votando a Reforma da Previdência, e não correndo para defender um adrão corrupto q arruinou por completo o Brasil.;Positivo
E Claudia, eu sou a favor de diversas reformas, inclusive da previdência, eu apenas não concordo com a venda da fake news que a reforma da providência é a salvação do Brasil, porque ela isoladamente tratá apenas resseção, ela precisa vir com outras medidas! Abraços;Positivo
#AprovaçãoDaReformaDaPrevideciaAntesDoRecesso Pessoal sobe a tag #AprovaçãodaReformaAnteDoRecesso Parlamentar de julho,temos que voltar ruas de novo porque se não todas as nossas manifestações vai está perdida a favor da reforma da previdência. ;Positivo
O doente! Você já leu o texto da reforma da previdência que foi aprovado e que ela tanto luta contra? Ou só está atacando gratuitamente porque ela é contra a reforma?;Positivo
#Brasil200 #ReformaDaPrevidência #Aprova #PauloGuedes #Economia;Positivo
Votem todos na consulta pública apoiando a reforma da previdência. #PrevidenciaOuMorte;Positivo
ᴇssᴀ ᴇ́ ᴀ ᴅɪғᴇʀᴇɴᴄ̧ᴀ ᴅᴇ ᴀʟɢᴜᴇ́ᴍ ϙᴜᴇ ᴘᴇɴsᴀ ɴᴏ ʙʀᴀsɪʟ, ᴇɴϙᴜᴀɴᴛᴏ ᴏᴜᴛʀᴏs sᴏ́ ᴘᴇɴsᴀᴍ ᴇᴍ ᴄᴀᴍᴘᴀɴʜᴀ ᴇʟᴇɪᴛᴏʀᴀʟ. Vamos manter nosso foco na REFORMA DA PREVIDÊNCIA! Será ela que trará a estabilidade que precisamos. #SenadoAproveAReforma;Positivo
Esses deputados que estão rejeitando a reforma da previdência não entendem que essa reforma é para evitar um futuro ruim para o país e não para dar resultado no dia seguinte da aprovação final. ESTÁ COMPLICADO ISSO.;Positivo
A reforma da previdência que queremos, é a que não mexe primeiro com o povo. Façam a lição de cada de vocês primeiro, pra dar o exemplo.;Positivo
Tô começando a gostar das suas atitudes. Empenhe-se na reforma da previdência, no pacote anticrimes e estaremos felizes.;Positivo
Passando só para avisar que enquanto continuam com a historinha de #ObrigadoMoro o outro pessoal está marcando evento contra a reforma da previdência.;Positivo
Concordo, porem poderiam esperar a reforma da previdência ser aprovada primeiro. Acho o momento muito complicado e com muitas coisas acontecendo ao mesmo tempo. Isso assusta o ‘afegão médio’.;Positivo
"Feliciano...a onde que o povo e contra a reforma da previdência?? Outra coisa ..que é "" articulação""?? Tá difícil para a velha guarda fazer alguma coisa pelo Brasil";Positivo
Para aqueles que querem entender os ataques ao presidente, assista ao video pelo amor de Deus precisamos da reforma da previdência! ;Positivo
Esperneando por um decreto que foi derrubado? Nem sei que decreto seria esse! rsrsrs Estou mais é FESTEJANDO a aprovação da Reforma da Previdência e a aprovação do decreto da liberdade econômica na Câmara!;Positivo
"""Muda Senado"" é o cu de quem criou essa merda. E segue o atraso na Reforma da Previdência. Eu não aguento mais ser refém de quem se sustenta com o dinheiro do pagador de impostos. #SenadoAproveAReforma";Positivo
Imagina a Reforma da Previdência passando e igualando a aposentadoria dos políticos à do povão... Cada cargo ia ter dois candidatos pra gente votar, no máximo! Um ou outro ainda seria vitória por W.O. 😂😂😂 #ReformadaPrevidênciajá;Positivo
Ontem o povo brasileiro foi as ruas, pra exigir a reforma da Previdência! Dê Rt e faça 3 ou 5 tweets! 👍🏻 Bora subir essa tag: #AprovaNovaPrevidencia;Positivo
É isso aí meu Presidente. Já está tudo certo. Só falta o Nhonho aprovar e está fazendo birrinha. Sua parte já foi feita, mesmo que não seja da sua vontade, sabemos da necessidade da reforma da previdência. #OuReformaOuQuebra;Positivo
Está faltando esse Congresso realmente representar o povo. Queremos a Reforma da Previdência do Paulo Guedes e o pacote Anti-crime do ministro Sérgio Moro. Sem mais.;Positivo
A próxima eleiçãi é fiadora das iniciativas do Presidente e vai punir os maus pagadores da Câmara. @MajorVitorHugo a população apoia e vai cobrar aprovação da Lei Anti Crime e da Reforma da Previdência. Força.;Positivo
@ruikleber passe a segui-lo, esse rapaz tem uma paciência absurda e é o cara que pode tirar suas dúvidas sobre a reforma da previdência. Tem outro que sempre o ajuda, mas quando ele não fala de previdência só fala merda, aí irrita.;Positivo
A Reforma da Previdência é BOA para os mais pobres https://youtu.be/Gny_20KORlQ via @YouTube;Positivo
Reforma da previdência ... Só não entende quem se faz de burro . Porque burrice não existe . O que tem é mal intencionados ... ;Positivo
Infelizes, queremos Pacote Anti-Crime e Reforma da Previdência sem alterações perantes. #Boaviagempresidente;Positivo
Triste saber q a Globo Ta fazendo de tudo pra não ter a reforma da previdência inclusive fake news #FocoNaReforma porra!;Positivo
O Brasil precisa da reforma da previdência já! #EuApoioNovaPrevidencia;Positivo
Sobre as pautas para 26/5: 1- Reforma da Previdência Queremos que o Congresso aprove a tão necessária reforma da previdência, mas não qualquer uma! Queremos a do Guedes, com economia de R$1 trilhão de reais!!!! E combate real aos privilégios!;Positivo
Brasil acima de todos! Deus acima de tudo!!!! #leianticrimeja #reformadaprevidencia #foragilmarmendes e toda forma de corrupção!!!! Art 142 já 💪🇧🇷;Positivo
Apoio a reforma da PREVIDÊNCIA;Positivo
1 reforma da previdência 2 reforma tributaria 3 reforma política (enxugar o congresso) 4 reforma do código penal brasileiro;Positivo
REFORMA DA PREVIDENCIA.... VIVEMOS HOJE NA ESPERANÇA DE UM BRASIL MELHOR... #ReformadaPrevidenciaJa;Positivo
Reforma da Previdência é a base para o crescimento, diz @rogeriosmarinho.;Positivo
"E ele só se ""esqueceu"" de dizer que os três chocolatinhos e meio (que representa 30%) vão ser devolvidos sim, se a reforma da previdência for aprovada. Que legal. https://www.facebook.com/100000928932582/posts/2885060878201515/";Positivo
